"electrical_capacity","energy_source_level_1","energy_source_level_2","energy_source_level_3","technology","data_source","nuts_1_region","nuts_2_region","nuts_3_region","lon","lat","municipality","municipality_code","postcode","address","federal_state","commissioning_date","decommissioning_date","voltage_level","eeg_id","dso","dso_id","tso"
0.0175,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE214",12.71499803,48.29653246,"",9171129,84571,NA,"Brandenburg","1958-08-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.105,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.54457826,48.81355858,"Freyung",9272118,94078,NA,"Brandenburg","1958-08-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.58402109,49.02133707,"",9373121,92345,NA,"Brandenburg","1958-08-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE214",12.61028534,48.20356888,"",9171133,84577,NA,"Brandenburg","1958-08-27",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.072,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.99673361,48.68845974,"Osterhofen",9271141,94486,NA,"Brandenburg","1958-08-27",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.42571768,49.57269958,"",9374137,92709,NA,"Brandenburg","1958-09-02",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE219",11.5063124,48.99821519,"",9176114,92339,NA,"Brandenburg","1958-09-06",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE73","DE735",9.275186088,51.04576061,"",6634001,34582,NA,"Hamburg","1958-09-10",NA,"low voltage",NA,"EAM Netz GmbH",10003990,"TenneT"
0.075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.82437965,48.63965892,"Eichendorf",9279113,94428,NA,"Brandenburg","1958-09-19",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.065,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.88469107,49.16267052,"Bad Kötzting",9372137,93444,NA,"Brandenburg","1958-09-23",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0135,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.58402109,49.02133707,"",9373121,92345,NA,"Brandenburg","1958-09-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.06,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.36461502,48.63596243,"Tiefenbach",9275151,94113,NA,"Brandenburg","1958-09-29",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.4174323,49.40927958,"",9376122,92542,NA,"Brandenburg","1958-10-17",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.08,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",13.12362373,48.41080611,"Bayerbach",9277112,94137,NA,"Brandenburg","1958-10-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.225,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",13.12362373,48.41080611,"Bayerbach",9277112,94137,NA,"Brandenburg","1958-11-04",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.1,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.91548054,48.85470814,"Metten",9271132,94526,NA,"Brandenburg","1958-11-11",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.072,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.73491752,49.16453468,"Lupburg",9373143,92331,NA,"Brandenburg","1958-11-12",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.41,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.51754911,48.75563542,"Röhrnbach",9272141,94133,NA,"Brandenburg","1958-11-12",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.04,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.00684839,49.91906995,"Pullenreuth",9377148,95704,NA,"Brandenburg","1958-11-14",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.35762034,49.44443903,"",9376148,92545,NA,"Brandenburg","1958-11-26",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.053,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.94327379,49.01903393,"Nittendorf",9375175,93152,NA,"Brandenburg","1958-11-27",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.90662279,48.91490198,"",9271116,94505,NA,"Brandenburg","1958-12-03",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.82127607,49.11753158,"Beratzhausen",9375118,93176,NA,"Brandenburg","1958-12-04",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.059,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.03130095,49.83489415,"Erbendorf",9377116,92681,NA,"Brandenburg","1958-12-05",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.008,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.62723824,48.6498233,"",9275126,94051,NA,"Brandenburg","1958-12-09",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.68421761,49.36326802,"",9371132,92280,NA,"Brandenburg","1958-12-10",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.21708857,48.55857061,"",9275138,94496,NA,"Brandenburg","1958-12-12",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.316,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE13","DE139",7.834978407,47.68327663,"Hausen",8336036,79688,NA,"Baden-Württemberg","1958-12-15",NA,"low voltage",NA,"ED Netze GmbH",10001411,"TransnetBW"
0.225,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.55634979,49.51985496,"Schönsee",9376160,92539,NA,"Brandenburg","1958-12-15",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.32833379,49.6810811,"",9374165,92727,NA,"Brandenburg","1958-12-18",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.013,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.40158626,49.70870312,"",9374123,92697,NA,"Brandenburg","1958-12-18",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.006,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.10230945,49.8417018,"",9377132,92703,NA,"Brandenburg","1958-12-18",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",11.92967855,49.86481292,"",9377129,95478,NA,"Brandenburg","1958-12-23",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.11,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.94327379,49.01903393,"Nittendorf",9375175,93152,NA,"Brandenburg","1958-12-24",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0125,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.26849019,49.94130224,"",9377141,95666,NA,"Brandenburg","1958-12-30",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.25,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.51754911,48.75563542,"Röhrnbach",9272141,94133,NA,"Brandenburg","1959-01-01",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.294,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.12669271,49.38344246,"Schwarzenfeld",9376163,92521,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.009,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.07978674,48.90984332,"",9276116,94253,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.005,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.73491752,49.16453468,"",9373151,92331,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.42571768,49.57269958,"",9374137,92709,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.55634979,49.51985496,"Schönsee",9376160,92539,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.42126332,49.64957166,"",9374147,92714,NA,"Brandenburg","1959-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.68866614,49.38087061,"",9372171,93449,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.085,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.98111485,49.13259798,"Arnbruck",9276113,93471,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.004,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.45329033,49.49084455,"",9376151,92526,NA,"Brandenburg","1959-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.024,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.78536283,49.61183867,"",9371156,92249,NA,"Brandenburg","1959-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.55634979,49.51985496,"",9376160,92539,NA,"Brandenburg","1959-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE217",11.55130967,48.32021921,"Haimhausen",9174121,85778,NA,"Brandenburg","1959-01-01",NA,"low voltage / medium voltage",NA,"E-Werke Haniel Haimhausen OHG",10000813,"TenneT"
0.043,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.40158626,49.70870312,"Georgenberg",9374123,92697,NA,"Brandenburg","1959-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.3337219,49.62412251,"",9374162,92648,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.046,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.71444648,48.65604347,"Landau",9279122,94405,NA,"Brandenburg","1959-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",13.04527528,49.20949583,"Lam",9372138,93462,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0096,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.47732336,48.91143359,"",9272146,94556,NA,"Brandenburg","1959-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.076,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.82437965,48.63965892,"Eichendorf",9279113,94428,NA,"Brandenburg","1959-01-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.018,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.76802277,48.62233302,"",9275156,94110,NA,"Brandenburg","1959-01-21",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.018,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.4870739,49.12190416,"",9373112,92334,NA,"Brandenburg","1959-02-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.016,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.94324082,49.31301206,"",9372124,93458,NA,"Brandenburg","1959-02-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",11.82790514,48.72887644,"",9273177,93358,NA,"Brandenburg","1959-02-26",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.65991089,49.13146014,"",9372164,93455,NA,"Brandenburg","1959-03-02",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",12.05847005,48.84568033,"",9273141,84085,NA,"Brandenburg","1959-03-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0065,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.68866614,49.38087061,"",9372171,93449,NA,"Brandenburg","1959-04-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.76802277,48.62233302,"Wegscheid",9275156,94110,NA,"Brandenburg","1959-04-06",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE91","DE918",9.682837719,51.64644271,"",3155012,37170,NA,"Niedersachsen","1959-04-09",NA,"low voltage",NA,"EAM Netz GmbH",10003990,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.64551101,49.08873767,"",9373115,92363,NA,"Brandenburg","1959-04-10",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.085,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE91","DE91C",9.946114946,51.42535742,"Friedland",3159013,37133,NA,"Niedersachsen","1959-04-23",NA,"low voltage",NA,"EAM Netz GmbH",10003990,"TenneT"
0.04,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB3","DEB3K",7.83089397,49.09081851,"Bobenthal",7340033,76891,NA,"Rheinland-Pfalz","1959-05-12",NA,"low voltage",NA,"Pfalzwerke Netz AG",10002992,"Amprion"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",12.24580801,49.11791851,"",9375119,93170,NA,"Brandenburg","1959-05-12",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB3","DEB3G",7.611189157,49.58345554,"Wolfstein",7336105,67752,NA,"Rheinland-Pfalz","1959-05-12",NA,"low voltage",NA,"Pfalzwerke Netz AG",10002992,"Amprion"
0.175,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB3","DEB3G",7.611189157,49.58345554,"Wolfstein",7336105,67752,NA,"Rheinland-Pfalz","1959-05-12",NA,"low voltage",NA,"Pfalzwerke Netz AG",10002992,"Amprion"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.55634979,49.51985496,"",9376160,92539,NA,"Brandenburg","1959-05-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.014,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.41052123,49.80548215,"",9377112,95671,NA,"Brandenburg","1959-06-11",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0095,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.12204944,49.58438601,"",9374133,92706,NA,"Brandenburg","1959-06-11",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.42571768,49.57269958,"Moosbach",9374137,92709,NA,"Brandenburg","1959-06-22",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DEA","DEA4","DEA44",9.17984388,51.70887768,"",5762016,33034,NA,"Nordrhein-Westfalen","1959-07-01",NA,"low voltage",NA,"EAM Netz GmbH",10003990,"TenneT"
0.0128,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.96754754,48.55059742,"",9277126,84381,NA,"Brandenburg","1959-07-31",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.017,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.68355043,49.00026296,"",9278134,94354,NA,"Brandenburg","1959-08-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.96754754,48.55059742,"",9277126,84381,NA,"Brandenburg","1959-08-11",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.017,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.21708857,48.55857061,"",9275138,94496,NA,"Brandenburg","1959-08-19",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.81470668,49.1676278,"Blaibach",9372115,93476,NA,"Brandenburg","1959-08-20",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.017,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.58402109,49.02133707,"",9373121,92345,NA,"Brandenburg","1959-09-03",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.57457093,49.43894439,"",9372163,93464,NA,"Brandenburg","1959-09-04",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.047,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.87282724,49.2112635,"Grafenwiesen",9372130,93479,NA,"Brandenburg","1959-09-04",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.043,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.64069732,48.69949744,"Pilsting",9279132,94431,NA,"Brandenburg","1959-09-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.35761307,49.88853001,"",9377154,95643,NA,"Brandenburg","1959-09-16",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.062,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.63390802,48.84799895,"Hinterschmiding",9272126,94146,NA,"Brandenburg","1959-09-24",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.033,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE92","DE926",9.49365574,51.86297718,"Bevern",3255002,37639,NA,"Niedersachsen","1959-10-12",NA,"low voltage",NA,"Westfalen Weser Netz GmbH",10006808,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.18455341,49.90662567,"",9377159,95676,NA,"Brandenburg","1959-10-12",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.004,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.78652123,49.36674051,"",9371154,92289,NA,"Brandenburg","1959-10-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.095,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",11.77564191,48.7946258,"Neustadt",9273152,93333,NA,"Brandenburg","1959-10-17",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.40158626,49.70870312,"",9374123,92697,NA,"Brandenburg","1959-10-19",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.00754,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE91","DE91C",10.2368185,51.58303556,"",3159025,37434,NA,"Niedersachsen","1959-10-20",NA,"low voltage",NA,"EAM Netz GmbH",10003990,"TenneT"
0.0125,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.81311659,48.55735319,"",9277111,94424,NA,"Brandenburg","1959-11-03",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
1.276,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.62723824,48.6498233,"Hauzenberg",9275126,94051,NA,"Brandenburg","1959-11-04",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.55634979,49.51985496,"",9376160,92539,NA,"Brandenburg","1959-11-10",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.023,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",11.97305215,49.77390985,"",9374149,92690,NA,"Brandenburg","1959-11-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0095,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.51754911,48.75563542,"",9272141,94133,NA,"Brandenburg","1959-11-19",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0088,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE73","DE732",9.992500682,50.53242097,"",6631012,36115,NA,"Hamburg","1959-11-30",NA,"low voltage",NA,"Überlandwerk Rhön GmbH",10000283,"TenneT"
0.0185,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.98069242,48.90269932,"",9271122,94539,NA,"Brandenburg","1959-12-02",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE227",12.42098298,48.48687135,"Gerzen",9274135,84175,NA,"Brandenburg","1959-12-09",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.063,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE216",11.53476787,47.77289624,"Bad Tölz",9173112,83646,NA,"Brandenburg","1959-12-14",NA,"low voltage",NA,"Stadtwerke Bad Tölz GmbH",10001412,"TenneT"
0.042,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.82437965,48.63965892,"Eichendorf",9279113,94428,NA,"Brandenburg","1959-12-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0125,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.316543,49.79587315,"",9377146,95703,NA,"Brandenburg","1959-12-17",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.065,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB1","DEB1B",7.81055511,50.70306969,"Atzelgift",7143205,57629,NA,"Rheinland-Pfalz","1959-12-23",NA,"low voltage",NA,"Energienetze Mittelrhein GmbH & Co. KG",10001102,"Amprion"
0.0395,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.81417714,48.95875971,"Perasdorf",9278171,94366,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE13","DE132",7.962248687,47.90916839,"Oberried",8315084,79254,NA,"Baden-Württemberg","1960-01-01",NA,"low voltage",NA,"bnNETZE GmbH",10003005,"TransnetBW"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21E",11.05716114,47.95300822,"",9181114,86911,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Elektrizitätswerk Diessen Stadler GmbH",10000221,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.94327379,49.01903393,"Nittendorf",9375175,93152,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE13","DE132",7.962248687,47.90916839,"",8315084,79254,NA,"Baden-Württemberg","1960-01-01",NA,"low voltage",NA,"bnNETZE GmbH",10003005,"TransnetBW"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.93896029,49.3049658,"Rieden",9371146,92286,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.32987572,49.54011576,"",9374159,92723,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.81710478,49.26361839,"",9372112,93473,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
