"electrical_capacity","energy_source_level_1","energy_source_level_2","energy_source_level_3","technology","data_source","nuts_1_region","nuts_2_region","nuts_3_region","lon","lat","municipality","municipality_code","postcode","address","federal_state","commissioning_date","decommissioning_date","voltage_level","eeg_id","dso","dso_id","tso"
0.026,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE25","DE257",10.82561224,49.72089698,"",9572135,91315,NA,"Brandenburg","1962-05-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.35762034,49.44443903,"",9376148,92545,NA,"Brandenburg","1962-05-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.077,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21M",12.73916845,48.04629928,"Tittmoning",9189152,84529,NA,"Brandenburg","1962-06-07",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.3,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",12.15545685,49.14570608,"Regenstauf",9375190,93128,NA,"Brandenburg","1962-06-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.06105097,49.73827369,"",9374144,92711,NA,"Brandenburg","1962-06-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.04636,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.03963854,49.10292578,"Drachselsried",9276120,94256,NA,"Brandenburg","1962-06-27",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.39316406,49.49684765,"",9376171,92552,NA,"Brandenburg","1962-06-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0165,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE73","DE736",8.556198446,50.98988343,"",6635014,35116,NA,"Hamburg","1962-07-01",NA,"low voltage",NA,"Energie Waldeck-Frankenberg GmbH",10000523,"TenneT"
0.0046,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB3","DEB3B",8.045803537,49.7865738,"Flonheim-Uffhofen",7331025,55237,NA,"Rheinland-Pfalz","1962-07-01",NA,"low voltage",NA,"EWR Netz GmbH",10001416,"Amprion"
0.0098,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE73","DE735",9.407479092,51.01862473,"",6634009,34576,NA,"Hamburg","1962-07-01",NA,"low voltage",NA,"KBG Kraftstrom-Bezugsgenossenschaft Homberg eG",10001070,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.52437279,49.34459126,"",9372154,92444,NA,"Brandenburg","1962-07-11",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.185,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.39177892,49.19888877,"Walderbach",9372170,93194,NA,"Brandenburg","1962-07-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.012,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.91150478,48.97067365,"",9276111,94250,NA,"Brandenburg","1962-07-30",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.018,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",13.04527528,49.20949583,"",9372138,93462,NA,"Brandenburg","1962-08-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0175,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.11502244,49.756207,"",9374128,92665,NA,"Brandenburg","1962-08-16",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.11260883,49.07587001,"",9276117,94249,NA,"Brandenburg","1962-08-17",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.59531586,49.16697096,"",9372158,93489,NA,"Brandenburg","1962-09-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21F",11.8178612,47.75082036,"Hausham",9182119,83734,NA,"Brandenburg","1962-09-11",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.14,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE92","DE923",9.379806519,52.0178922,"Emmerthal",3252005,31860,NA,"Niedersachsen","1962-09-20",NA,"low voltage",NA,"GWS Stadtwerke Hameln GmbH",10001497,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.64212448,48.57457845,"",9279134,94419,NA,"Brandenburg","1962-09-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.025,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.47732336,48.91143359,"",9272146,94556,NA,"Brandenburg","1962-09-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.033,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.47732336,48.91143359,"Neuschönau",9272146,94556,NA,"Brandenburg","1962-09-25",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.97582776,49.00368278,"",9276134,94265,NA,"Brandenburg","1962-10-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.009,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.55634979,49.51985496,"",9376160,92539,NA,"Brandenburg","1962-10-02",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.016,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",13.20242568,48.7758057,"",9271149,94508,NA,"Brandenburg","1962-10-03",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0185,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.91150478,48.97067365,"",9276111,94250,NA,"Brandenburg","1962-10-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.18456317,48.89946451,"",9276126,94259,NA,"Brandenburg","1962-10-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.012,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.28287568,49.72284665,"",9374121,92685,NA,"Brandenburg","1962-10-17",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.038,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.5985742,48.73273755,"Waldkirchen",9272151,94065,NA,"Brandenburg","1962-11-02",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.90662279,48.91490198,"",9271116,94505,NA,"Brandenburg","1962-11-08",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.018,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",13.1252592,48.85735697,"",9271126,94551,NA,"Brandenburg","1962-11-09",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.112,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.42486693,48.77688317,"Perlesreut",9272138,94157,NA,"Brandenburg","1962-11-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE227",11.99984882,48.54178316,"Bruckberg",9274194,84079,NA,"Brandenburg","1962-11-27",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.005,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.58402109,49.02133707,"",9373121,92345,NA,"Brandenburg","1962-11-29",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.009,"Renewable energy","Hydro","","Run-of-river","Amprion","DE7","DE71","DE71A",8.414353995,50.09699607,"Hofheim",6436007,65719,NA,"Hessen","1962-12-03",NA,"low voltage",NA,"Syna GmbH",10001495,"Amprion"
0.075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",13.04527528,49.20949583,"Lam",9372138,93462,NA,"Brandenburg","1962-12-04",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.085,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.99673361,48.68845974,"Osterhofen",9271141,94486,NA,"Brandenburg","1962-12-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0185,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE26","DE26A",9.60208237,49.80267908,"",9677154,97855,NA,"Brandenburg","1962-12-17",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.33102434,48.83664022,"Schönberg",9272147,94513,NA,"Brandenburg","1962-12-17",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0375,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.68841412,48.73028682,"Jandelsbrunn",9272129,94118,NA,"Brandenburg","1962-12-19",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.038,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.03130095,49.83489415,"Erbendorf",9377116,92681,NA,"Brandenburg","1962-12-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0125,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.11260883,49.07587001,"",9276117,94249,NA,"Brandenburg","1962-12-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.68421761,49.36326802,"",9371132,92280,NA,"Brandenburg","1962-12-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE11","DE11B",10.05906228,49.46614292,"",8119067,97993,NA,"Baden-Württemberg","1963-01-01",NA,"low voltage",NA,"N-ERGIE Netz GmbH",10001915,"TransnetBW"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE25","DE25B",11.01444186,49.20217927,"",9576121,91166,NA,"Brandenburg","1963-01-01",NA,"low voltage",NA,"Gemeindewerke Georgensgmünd",10000929,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.82127607,49.11753158,"Beratzhausen",9375118,93176,NA,"Brandenburg","1963-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.09,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE11","DE113",9.438571513,48.58482535,"Owen",8116054,73277,NA,"Baden-Württemberg","1963-01-01",NA,"medium voltage",NA,"C. Ensinger GmbH & Co. KG",10001032,"TransnetBW"
0.0242,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.68841412,48.73028682,"",9272129,94118,NA,"Brandenburg","1963-01-08",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.08,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE214",12.58692451,48.12985889,"Garching",9171117,84518,NA,"Brandenburg","1963-01-11",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0137,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE71","DE71E",9.099603428,50.29057251,"",6440004,63654,NA,"Hamburg","1963-01-16",NA,"low voltage",NA,"ovag Netz GmbH",10001836,"TenneT"
0.017,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.88776568,49.02642236,"",9276128,94262,NA,"Brandenburg","1963-01-21",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.009,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.58402109,49.02133707,"",9373121,92345,NA,"Brandenburg","1963-01-29",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.88776568,49.02642236,"",9276128,94262,NA,"Brandenburg","1963-02-08",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.014,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",13.04527528,49.20949583,"",9372138,93462,NA,"Brandenburg","1963-02-18",NA,"low voltage",NA,"Markt Lam",10000503,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE92","DE923",9.606785649,52.06448679,"",3252008,31020,NA,"Niedersachsen","1963-02-20",NA,"low voltage",NA,"GWS Stadtwerke Hameln GmbH",10001497,"TenneT"
0.054,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.76802277,48.62233302,"Wegscheid",9275156,94110,NA,"Brandenburg","1963-03-07",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.07978674,48.90984332,"Bischofsmais",9276116,94253,NA,"Brandenburg","1963-03-12",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB1","DEB1B",7.852187235,50.67930512,"Nister",7143276,57645,NA,"Rheinland-Pfalz","1963-03-15",NA,"medium voltage",NA,"Energienetze Mittelrhein GmbH & Co. KG",10001102,"Amprion"
0.025,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE227",11.99984882,48.54178316,"",9274194,84079,NA,"Brandenburg","1963-03-26",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.048,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",13.04527528,49.20949583,"Lam",9372138,93462,NA,"Brandenburg","1963-04-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.235,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.11260883,49.07587001,"Bodenmais",9276117,94249,NA,"Brandenburg","1963-04-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.32206609,49.24221195,"",9376117,92436,NA,"Brandenburg","1963-04-02",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0065,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.52437279,49.34459126,"",9372154,92444,NA,"Brandenburg","1963-04-09",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.048,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",12.15545685,49.14570608,"Regenstauf",9375190,93128,NA,"Brandenburg","1963-04-16",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.012,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB2","DEB24",6.598047519,50.3338046,"Jünkerath",7233035,54584,NA,"Rheinland-Pfalz","1963-04-18",NA,"low voltage",NA,"Westnetz GmbH",10003764,"Amprion"
0.005,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.52608093,49.57475804,"",9374118,92693,NA,"Brandenburg","1963-04-23",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.59531586,49.16697096,"",9372158,93489,NA,"Brandenburg","1963-04-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.025,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB3","DEB3K",7.83089397,49.09081851,"Rumbach",7340033,76891,NA,"Rheinland-Pfalz","1963-05-16",NA,"low voltage",NA,"Pfalzwerke Netz AG",10002992,"Amprion"
0.025,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB3","DEB3K",7.356728115,49.1858301,"Hornbach",7340211,66500,NA,"Rheinland-Pfalz","1963-05-16",NA,"low voltage",NA,"Pfalzwerke Netz AG",10002992,"Amprion"
0.1175,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.91673503,49.09257952,"Viechtach",9276144,94234,NA,"Brandenburg","1963-05-20",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.1,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.91673503,49.09257952,"Viechtach",9276144,94234,NA,"Brandenburg","1963-05-22",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.006,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.88136047,49.23785176,"",9372151,93485,NA,"Brandenburg","1963-05-24",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.025,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.30298421,48.46524695,"",9275145,94099,NA,"Brandenburg","1963-05-30",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.087,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE72","DE725",9.37614078,50.64513798,"Lauterbach",6535011,36341,NA,"Hamburg","1963-06-06",NA,"low voltage / medium voltage",NA,"ovag Netz GmbH",10001836,"TenneT"
0.0092,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.20378429,49.50145427,"",9376153,92536,NA,"Brandenburg","1963-06-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0133,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.65883829,49.2131694,"",9372116,93413,NA,"Brandenburg","1963-06-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.024,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE227",12.3402293,48.43881755,"",9274184,84137,NA,"Brandenburg","1963-06-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.006,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.27208907,48.84993772,"",9272128,94548,NA,"Brandenburg","1963-06-22",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0175,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.77528698,49.1482952,"",9372143,93468,NA,"Brandenburg","1963-06-24",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.68866614,49.38087061,"",9372171,93449,NA,"Brandenburg","1963-06-26",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.31062397,48.68000287,"",9275111,94529,NA,"Brandenburg","1963-07-16",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.09,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.39650212,48.72961255,"Tittling",9275152,94104,NA,"Brandenburg","1963-07-30",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.81763035,49.09891993,"",9276135,94267,NA,"Brandenburg","1963-07-31",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.054,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE92","DE923",9.379806519,52.0178922,"Emmerthal",3252005,31860,NA,"Niedersachsen","1963-08-28",NA,"low voltage",NA,"GWS Stadtwerke Hameln GmbH",10001497,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE24","DE248",11.20065834,49.73777267,"",9474161,91362,NA,"Brandenburg","1963-09-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.88776568,49.02642236,"",9276128,94262,NA,"Brandenburg","1963-09-14",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0074,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.88776568,49.02642236,"",9276128,94262,NA,"Brandenburg","1963-09-17",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.005,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.92202468,48.58108143,"",9277142,94439,NA,"Brandenburg","1963-09-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.62087439,48.397326,"",9277133,84323,NA,"Brandenburg","1963-10-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.024,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.00482306,48.97524354,"",9276142,94239,NA,"Brandenburg","1963-10-03",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.52608093,49.57475804,"",9374118,92693,NA,"Brandenburg","1963-10-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0305,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21M",12.67651744,47.80871639,"Siegsdorf",9189145,83313,NA,"Brandenburg","1963-10-10",NA,"low voltage",NA,"Elektrizitätsgenossenschaft Vogling & Angrenzer eG",10000782,"TenneT"
0.065,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.03130095,49.83489415,"Erbendorf",9377116,92681,NA,"Brandenburg","1963-10-23",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.76436195,49.08100486,"",9278178,94371,NA,"Brandenburg","1963-10-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0185,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.76187454,48.98433462,"",9278154,94362,NA,"Brandenburg","1963-10-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.041,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE214",12.67202933,48.22349666,"Altötting",9171111,84503,NA,"Brandenburg","1963-10-30",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.15309485,49.54396129,"",9376150,92533,NA,"Brandenburg","1963-11-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE227",12.04553256,48.4844072,"Eching",9274124,84174,NA,"Brandenburg","1963-11-19",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.016,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.72567086,48.94690762,"",9278139,94336,NA,"Brandenburg","1963-11-19",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.023,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.92202468,48.58108143,"",9277142,94439,NA,"Brandenburg","1963-11-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.08,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE214",12.58692451,48.12985889,"Garching",9171117,84518,NA,"Brandenburg","1963-11-29",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE227",12.3402293,48.43881755,"",9274184,84137,NA,"Brandenburg","1963-12-11",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0092,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",11.69230512,48.97272183,"",9273164,93339,NA,"Brandenburg","1963-12-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.009,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.83401081,48.91876497,"",9278187,94374,NA,"Brandenburg","1963-12-16",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.014,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.28287568,49.72284665,"",9374121,92685,NA,"Brandenburg","1963-12-16",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",11.69230512,48.97272183,"",9273164,93339,NA,"Brandenburg","1963-12-18",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",11.69230512,48.97272183,"",9273164,93339,NA,"Brandenburg","1963-12-20",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.052,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE24","DE246",11.32855626,49.84589685,"Waischenfeld",9472197,91344,NA,"Brandenburg","1963-12-31",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.005,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",11.97290104,48.77097716,"",9273165,93352,NA,"Brandenburg","1964-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.038,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.91673503,49.09257952,"Viechtach",9276144,94234,NA,"Brandenburg","1964-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",12.17216649,49.07324671,"",9375208,93173,NA,"Brandenburg","1964-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
